course_name,course_type,institution,cutoff_2024,cutoff_2023,cutoff_2022,cutoff_2021
BACHELOR OF SCIENCE IN MOLECULAR BIOLOGY AND FORENSIC TECHNOLOGY,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,,,17.459
BACHELOR OF EDUCATION (ICT),Degree,RONGO UNIVERSITY,23.019,,,
BACHELOR OF EDUCATION TECHNOLOGY (COMPUTER STUDIES),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.683,15.982,16.787
BACHELOR OF EDUCATION TECHNOLOGY (COMPUTER STUDIES),Degree,TURKANA UNIVERSITY COLLEGE,,,,16.787
BACHELOR OF ARTS (RELIGIOUS STUDIES),Degree,KISII UNIVERSITY,,20.93,,
BACHELOR OF ARTS IN RELIGIOUS STUDIES,Degree,CHUKA UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF ARTS (RELIGIOUS STUDIES),Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,20.93,19.67,19.956
BACHELOR OF ARTS (RELIGIOUS STUDIES),Degree,PWANI UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF THEOLOGY,Degree,KENYA METHODIST UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF THEOLOGY,Degree,KABARAK UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF THEOLOGY IN PASTORAL STUDIES,Degree,SCOTT CHRISTIAN UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF ARTS IN THEOLOGY,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,20.93,19.67,19.956
BACHELOR OF ARTS IN THEOLOGY,Degree,PWANI UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF THEOLOGY,Degree,INTERNATIONAL LEADERSHIP UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF THEOLOGY,Degree,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,,20.93,19.67,19.956
BACHELOR OF DIVINITY,Degree,ST PAULS UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF ARTS IN PASTORAL THEOLOGY,Degree,GREAT LAKES UNIVERSITY OF KISUMU,,20.93,19.67,19.956
BACHELOR OF ARTS IN PASTORAL THEOLOGY,Degree,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF BUSINESS LEADERSHIP,Degree,PAN AFRICA CHRISTIAN UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF LEADERSHIP AND MANAGEMENT,Degree,SCOTT CHRISTIAN UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF MANAGEMENT AND LEADERSHIP,Degree,MANAGEMENT UNIVERSITY OF AFRICA,,22.449,22.916,22.926
BACHELOR OF ARTS IN LEADERSHIP AND MANAGEMENT,Degree,TANGAZA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN LEADERSHIP AND MANAGEMENT,Degree,INTERNATIONAL LEADERSHIP UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN LEADERSHIP AND MANAGEMENT,Degree,ST PAULS UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN PHILOSOPHY AND LEADERSHIP STUDIES,Degree,PWANI UNIVERSITY,,22.449,22.916,
BACHELOR OF COMMUNICATION AND MEDIA STUDIES,Degree,RONGO UNIVERSITY,23.887,24.307,,
BACHELOR OF SCIENCE IN MEDIA AND DIGITAL COMMUNICATION,Degree,ZETECH UNIVERSITY,,22.449,22.916,24.368
BACHELOR OF COMMUNICATION AND MEDIA STUDIES,Degree,KENYATTA UNIVERSITY,31.668,29.649,34.635,34.049
BACHELOR OF SCIENCE (COMMUNICATION AND PUBLIC RELATIONS),Degree,RONGO UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN PUBLIC RELATIONS AND ADVERTISING,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,23.315,22.449,26.081,22.926
BACHELOR OF SCIENCE (COMMUNICATION AND PUBLIC RELATIONS),Degree,BOMET UNIVERSITY COLLEGE,,22.449,22.916,22.926
BACHELOR OF SCIENCE (COMMUNICATION AND PUBLIC RELATIONS),Degree,ALUPE UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE (COMMUNICATION AND PUBLIC RELATIONS),Degree,MOI UNIVERSITY,,22.449,27.3,25.933
BACHELOR OF SCIENCE (COMMUNICATION AND PUBLIC RELATIONS),Degree,UNIVERSITY OF KABIANGA,,22.449,22.916,22.926
BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS,Degree,KARATINA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE (BOTANY),Degree,RONGO UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (BOTANY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PARAMEDIC SCIENCE),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,33.091,31.338,34.755,32.729
BACHELOR OF SCIENCE (ZOOLOGY),Degree,RONGO UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (ZOOLOGY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (ZOOLOGY),Degree,MAASAI MARA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PHYSIOTHERAPY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,35.383,32.168,35.876,35.834
BACHELOR OF SCIENCE (PHYSIOTHERAPY),Degree,AMREF INTERNATIONAL UNIVERSITY,27.517,26.188,31.865,34.57
BACHELOR OF SCIENCE (PHYSIOTHERAPY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,38.322,38.224,38.116,38.108
BACHELOR OF SCIENCE (PHYSIOTHERAPY),Degree,GREAT LAKES UNIVERSITY OF KISUMU,,15.864,,
BACHELOR OF SCIENCE (APPLIED BIOLOGY),Degree,KENYA METHODIST UNIVERSITY,,,,17.459
BACHELOR OF SCIENCE (APPLIED BIOLOGY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,16.974,
BACHELOR OF SCIENCE (SOIL SCIENCE),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE(FOOD SECURITY),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF ARTS(SPATIAL PLANNING),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,18.392,18.692,19.039
BACHELOR OF SCIENCE (SPATIAL PLANNING,Degree,KENYATTA UNIVERSITY,,24.04,18.692,26.186
BACHELOR OF SCIENCE (WATER RESOURCE MANAGEMENT),Degree,UNIVERSITY OF EMBU,,15.864,17.043,17.459
BACHELOR OF SCIENCE (WATER RESOURCE MANAGEMENT),Degree,UNIVERSITY OF ELDORET,,15.864,17.043,17.459
"BACHELOR OF SCIENCE (GRAPHIC, COMMUNICATION AND ADVERTISING)",Degree,RONGO UNIVERSITY,,22.449,26.681,22.926
BACHELOR OF CO-OPERATIVE MANAGEMENT,Degree,CHUKA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF CO-OPERATIVE MANAGEMENT,Degree,KISII UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF CO-OPERATIVES AND COMMUNITY DEVELOPMENT,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,21.375,21.444,22.544
BACHELOR OF SCIENCE IN CO-OPERATIVE AND ENTREPRENEURSHIP MANAGEMENT,Degree,KIBABII UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN COMPUTER SECURITY AND FORENSICS,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,23.042,,,
BACHELOR OF SCIENCE IN COMPUTER SECURITY AND FORENSICS,Degree,KABARAK UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN INFORMATION SECURITY AND FORENSICS,Degree,KCA UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN COMPUTER SECURITY AND FORENSICS,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,25.654,,,
BACHELOR OF SCIENCE IN COMPUTER SECURITY AND FORENSICS,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,18.814,18.638,19.223
BACHELOR OF SCIENCE (CLOUD COMPUTING AND INFORMATION SECURITY),Degree,MACHAKOS UNIVERSITY,24.42,25.586,18.638,19.223
BACHELOR OF SCIENCE IN CYBER SECURITY AND DIGITAL FORENSICS,Degree,OPEN UNIVERSITY OF KENYA,,18.814,,
BACHELOR OF SCIENCE (CHEMISTRY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (CHEMISTRY),Degree,RONGO UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE IN CHEMISTRY,Degree,CHUKA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE IN CHEMISTRY,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,15.683,16.974,17.459
BACHELOR OF SCIENCE IN POLYMER CHEMISTRY,Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (CHEMISTRY),Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,15.683,16.974,17.459
BACHELOR OF SCIENCE (CHEMISTRY),Degree,KAIMOSI FRIENDS UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (CHEMISTRY),Degree,UNIVERSITY OF NAIROBI,,21.213,16.974,17.459
BACHELOR OF SCIENCE (CHEMISTRY),Degree,MAASAI MARA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (CHEMISTRY),Degree,PWANI UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (CHEMISTRY),Degree,KIBABII UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,Degree,CHUKA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN AQUACULTURE TECHNOLOGY,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AQUACULTURE AND FISHERIES TECHNOLOGY),Degree,SOUTH EASTERN KENYA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN AQUACULTURE AND FISHERIES MANAGEMENT,Degree,KARATINA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,Degree,KISII UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE TECHNOLOGY,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF ARTS (LINGUISTIC),Degree,KISII UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS (LINGUISTIC),Degree,RONGO UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS (HISTORY),Degree,KISII UNIVERSITY,23.743,21.123,24.554,22.627
BACHELOR OF ARTS IN HISTORY,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,21.123,21.604,22.627
BACHELOR OF ARTS (HISTORY),Degree,MAASAI MARA UNIVERSITY,23.546,21.123,21.604,22.627
BACHELOR OF ARTS (HISTORY),Degree,PWANI UNIVERSITY,,21.123,21.604,22.627
BACHELOR OF ARTS (LITERATURE),Degree,KISII UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS (LINGUISTICS AND LITERATURE),Degree,CHUKA UNIVERSITY,23.965,24.181,28.826,24.545
"BACHELOR OF ARTS (LITERATURE, WITH IT)",Degree,MASENO UNIVERSITY,23.689,23.844,28.202,22.926
BACHELOR OF ARTS (LITERATURE),Degree,PWANI UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE (RENEWABLE ENERGY),Degree,KISII UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF TECHNOLOGY IN ELECTRICAL AND ELECTRONIC ENGINEERING,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,26.515,24.916,27.187
BACHELOR OF TECHNOLOGY (ELECTRICAL AND ELECTRONIC ENGINEERING TECHNOLOGY),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,24.732,25.49,27.036,28.277
BACHELOR OF TECHNOLOGY (ELECTRICAL AND ELECTRONIC ENGINEERING TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF KENYA,26.408,33.678,33.566,34.228
BACHELOR OF TECHNOLOGY IN ELECTRICAL AND ELECTRONIC ENGINEERING,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,29.786,29.277,31.055
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH SCIENCES (PUBLIC HEALTH),Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN FISHERIES AND OCEANOGGRAPHY,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.864,17.043,17.459
BACHELOR OF TECHNOLOGY (CIVIL ENGINEERING TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF MOMBASA,26.314,26.269,28.553,29.999
BACHELOR OF TECHNOLOGY (CIVIL ENGINEERING TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF KENYA,27.22,32.414,30.122,28.712
BACHELOR OF TECHNOLOGY IN CIVIL ENGINEERING,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,27.323,25.865,30.112
BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,Degree,KIRINYAGA UNIVERSITY,,26.456,26.561,16.787
BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,34.178,33.935,32.982
BACHELOR OF TECHNOLOGY (MECHANICAL ENGINEERING TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF MOMBASA,,27.768,27.452,26.589
BACHELOR OF TECHNOLOGY IN MECHANICAL ENGINEERING,Degree,KIRINYAGA UNIVERSITY,,26.622,26.676,16.787
BACHELOR OF TECHNOLOGY (MECHANICAL ENGINEERING TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF KENYA,27.972,31.791,32.184,31.001
BACHELOR OF TECHNOLOGY IN MECHANICAL ENGINEERING,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,27.103,26.587,16.787
BACHELOR OF TECHNOLOGY IN MECHANICAL ENGINEERING,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,26.981,26.532,16.787
BACHELOR OF TECHNOLOGY IN MARINE ENGINEERING,Degree,TECHNICAL UNIVERSITY OF MOMBASA,32.449,33.022,34.214,31.168
BACHELOR OF ECONOMICS & FINANCE,Degree,KIRINYAGA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ECONOMICS AND FINANCE,Degree,UNIVERSITY OF EMBU,,18.831,19.914,20.1
BACHELOR OF ECONOMICS AND FINANCE,Degree,KABARAK UNIVERSITY,,18.831,19.914,27.835
BACHELOR OF SCIENCE IN BANKING AND FINANCE,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,25.268,22.748,19.914,20.1
BACHELOR OF SCIENCE IN BANKING AND FINANCE,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.552,28.368,23.112,34.936
BACHELOR OF ECONOMICS AND FINANCE,Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,18.831,19.914,20.1
BACHELOR OF ECONOMICS AND FINANCE,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,18.831,19.914,
BACHELOR OF ECONOMICS AND FINANCE,Degree,MOUNT KENYA UNIVERSITY,,18.831,19.914,32.406
BACHELOR OF ECONOMICS AND FINANCE,Degree,MACHAKOS UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ECONOMICS & FINANCE,Degree,KENYATTA UNIVERSITY,30.581,32.698,28.926,35.746
BACHELOR OF SCIENCE (FINANCE),Degree,UNIVERSITY OF EMBU,,18.831,19.914,20.1
BACHELOR OF SCIENCE (FINANCE),Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,18.831,19.914,20.1
BACHELOR OF SCIENCE IN FINANCE,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,18.831,19.914,20.1
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,Degree,KISII UNIVERSITY,35.649,36.957,35.029,28.289
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,40.342,40.162,39.959,36.951
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,Degree,KIRINYAGA UNIVERSITY,33.752,33.884,32.249,29.978
BACHELOR OF SCIENCE IN SOFTWARE DEVELOPMENT,Degree,KCA UNIVERSITY,,24.055,18.638,34.436
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,Degree,ZETECH UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,37.226,38.437,37.792,34.966
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,25.573,18.638,33.595
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,Degree,MULTIMEDIA UNIVERSITY OF KENYA,40.831,41.368,41.42,40.797
BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),Degree,RONGO UNIVERSITY,,15.864,23.913,17.459
BACHELOR OF SCIENCE IN HEALTH RECORDS MANAGEMENT & INFORMATICS,Degree,ST PAULS UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,24.064,25.452,17.459
BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),Degree,KENYATTA UNIVERSITY,25.274,28.672,32.695,30.576
BACHELOR OF SCIENCE HEALTH INFORMATION MANAGEMENT AND INFORMATICS,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24.418,23.896,30.985,29.565
"BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATION MANAGEMENT, WITH IT)",Degree,MASENO UNIVERSITY,22.591,26.384,29.567,25.782
BACHELOR OF SCIENCE IN GLOBAL HEALTH AND TRAVEL MEDICINE,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,22.856,25.647,31.024,27.183
BACHELOR OF SCIENCE IN MARITIME MANAGEMENT (COMMERCIAL),Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.864,17.043,17.459
BACHELOR OF MARITIME STUDIES,Degree,PWANI UNIVERSITY,,15.864,17.043,
BACHELOR OF SCIENCE (DISASTER RISK MANAGEMENT AND SUSTAINABLE DEVELOPMENT),Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,22.449,24.652,22.926
BACHELOR OF SCIENCE (DISASTER MANAGEMENT AND SUSTAINABLE DEVELOPMENT),Degree,TURKANA UNIVERSITY COLLEGE,,22.449,22.916,22.926
BACHELOR OF ARTS (POLITICAL SCIENCE AND PUBLIC ADMINISTRATION),Degree,GARISSA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS (POLITICAL SCIENCE AND PUBLIC ADMINISTRATION),Degree,RONGO UNIVERSITY,,22.449,25.712,22.926
BACHELOR OF ARTS (PUBLIC ADMINISTRATION AND POLITICAL SCIENCE),Degree,KISII UNIVERSITY,23.236,22.449,27.529,26.679
BACHELOR OF POLITICAL SCIENCE AND PUBLIC ADMINISTRATION,Degree,UNIVERSITY OF NAIROBI,30.429,,,
BACHELOR OF ARTS IN POLITICAL SCIENCE WITH TECHNOLOGY,Degree,ZETECH UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN POLITICAL SCIENCE AND PUBLIC ADMINISTRATION,Degree,BOMET UNIVERSITY COLLEGE,23.009,,,
BACHELOR OF ARTS IN POLITICAL SCIENCE AND PUBLIC ADMINISTRATION,Degree,KARATINA UNIVERSITY,23.283,22.449,24.33,22.926
BACHELOR OF ARTS (POLITICAL SCIENCE & PUBLIC ADMINISTRATION),Degree,MAASAI MARA UNIVERSITY,23.465,22.449,26.453,25.241
BACHELOR OF ARTS IN POLITICAL SCIENCE,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,22.449,22.916,24.035
BACHELOR OF SCIENCE(BUSINESS INFORMATION SYSTEMS),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF SCIENCE CLINICAL MEDICINE,Degree,KABARAK UNIVERSITY,38.974,39.709,38.094,41.834
BACHELOR OF SCIENCE CLINICAL MEDICINE,Degree,EGERTON UNIVERSITY,42.413,42.215,41.983,41.625
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,Degree,KISII UNIVERSITY,40.772,41.573,41.571,40.868
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,39.623,42.231,42.023,41.885
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,Degree,KIRINYAGA UNIVERSITY,38.941,39.915,39.828,39.917
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,40.055,,,
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,Degree,KARATINA UNIVERSITY,39.314,39.734,,
BACHELOR OF SCIENCE CLINICAL MEDICINE AND COMMUNITY HEALTH,Degree,GREAT LAKES UNIVERSITY OF KISUMU,34.643,34.408,29.194,37.162
BACHELOR OF SCIENCE CLINICAL MEDICINE,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,42.949,42.847,42.365,42.693
BACHELOR OF SCIENCE CLINICAL MEDICINE,Degree,UNIVERSITY OF KABIANGA,40.035,41.014,41.019,40.689
BACHELOR OF SCIENCE CLINICAL MEDICINE,Degree,UZIMA UNIVERSITY,34.686,34.695,29.017,39.514
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,Degree,KAIMOSI FRIENDS UNIVERSITY,38.686,39.734,39.476,34.19
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,Degree,MOUNT KENYA UNIVERSITY,40.654,41.517,39.558,42.356
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,40.299,39.885,40.824,40.682
BACHELOR OF SCIENCE IN MARINE RESOURCE MANAGEMENT,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.864,17.043,17.459
BACHELOR OF SCIENCE (MARINE BIOLOGY & FISHERIES),Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (COASTAL & MARINE RESOURCE MANAGEMENT,Degree,KENYATTA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (FORENSIC SCIENCE),Degree,KIRINYAGA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (FORENSIC SCIENCE),Degree,KENYATTA UNIVERSITY,28.618,32.214,35.032,34.516
BACHELOR OF SCIENCE ( ENVIRONMENTAL CHEMISTRY),Degree,KISII UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PETROLEUM CHEMISTRY),Degree,KISII UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE IN MATHEMATICS AND FINANCE,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,18.831,19.914,20.1
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT),Degree,UNIVERSITY OF EMBU,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRIBUSINESS),Degree,RONGO UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRIBUSINESS),Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT),Degree,UNIVERSITY OF NAIROBI,,15.864,16.974,22.692
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT),Degree,GREAT LAKES UNIVERSITY OF KISUMU,,15.864,16.974,17.459
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,18.831,19.914,20.1
BACHELOR OF SCIENCE IN ECONOMICS AND MATHEMATICS,Degree,KABARAK UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ARTS IN MATHEMATICS AND ECONOMICS,Degree,CHUKA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,18.831,19.914,20.1
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",Degree,TOM MBOYA UNIVERSITY,,18.831,19.914,20.1
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",Degree,KAIMOSI FRIENDS UNIVERSITY,,18.831,19.914,20.1
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",Degree,MASENO UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,Degree,KIRINYAGA UNIVERSITY,,15.683,16.974,17.459
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",Degree,MASENO UNIVERSITY,,25.037,26.238,26.516
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,,
BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),Degree,MOI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),Degree,UNIVERSITY OF ELDORET,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),Degree,KIBABII UNIVERSITY,,15.864,17.043,17.459
