course_name,course_type,institution,cutoff_2024,cutoff_2023,cutoff_2022,cutoff_2021
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,Degree,RONGO UNIVERSITY,22.045,22.449,27.008,22.926
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,23.142,22.449,22.916,29.521
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,Degree,MOUNT KENYA UNIVERSITY,23.908,26.341,30.052,31.776
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,Degree,DAYSTAR UNIVERSITY,,22.449,27.41,32.036
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS AND DIPLOMACY,Degree,ZETECH UNIVERSITY,,22.449,22.916,25.572
BACHELOR OF ARTS IN INTERNATIONAL STUDIES,Degree,UNIVERSITY OF NAIROBI,33.02,32.167,34.361,32.218
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,21.375,21.444,22.544
BACHELOR OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT,Degree,EGERTON UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF ENTREPRENEURSHIP AND ENTERPRISE MANAGEMENT,Degree,THARAKA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF ENTREPRENEURSHIP,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF SCIENCE (ENTREPRENEURSHIP AND SMALL ENTERPRISES MANAGEMENT),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF ENTREPRENUERSHIP & SMALL BUSINESS MANAGEMENT,Degree,EGERTON UNIVERSITY,,21.375,,
BACHELOR OF SCIENCE (ENTREPRENEURSHIP),Degree,KIRINYAGA UNIVERSITY,,21.375,,
BACHELOR OF ENTREPRENUERSHIP AND ENTERPRISE MANAGEMENT,Degree,CHUKA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF ENTREPRENUERSHIP AND MANAGEMENT,Degree,KISII UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),Degree,BOMET UNIVERSITY COLLEGE,,21.375,21.444,22.544
BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),Degree,MOI UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,Degree,MAASAI MARA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,Degree,AFRICA INTERNATIONAL UNIVERSITY,,21.375,21.444,22.544
"BACHELOR OF BUSINESS ENTREPRENEURSHIP , WITH IT",Degree,MASENO UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF BUSINESS AND ENTREPRENEURSHIP,Degree,OPEN UNIVERSITY OF KENYA,,21.375,,
BACHELOR OF SCIENCE (ENTREPRENEURSHIP),Degree,UNIVERSITY OF ELDORET,,21.375,21.444,22.544
BACHELOR OF BUSINESS MANAGEMENT AND INFORMATION TECHNOLOGY,Degree,KABARAK UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),Degree,KISII UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),Degree,UNIVERSITY OF NAIROBI,,22.449,24.746,
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),Degree,KENYATTA UNIVERSITY,,22.449,24.943,22.926
BACHELOR OF ARTS (GENDER AND DEVELOPMENT),Degree,MACHAKOS UNIVERSITY,,22.449,22.916,
BACHELOR OF ARTS (GENDER AND SOCIAL STUDIES),Degree,SOUTH EASTERN KENYA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,Degree,KISII UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,Degree,MANAGEMENT UNIVERSITY OF AFRICA,,22.449,22.916,22.926
BACHELOR OF DEVELOPMENT STUDIES,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,23.347,,,
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,22.449,22.916,22.926
"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",Degree,TOM MBOYA UNIVERSITY,,22.449,22.916,22.926
"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",Degree,MASENO UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF DEVELOPMENT STUDIES,Degree,TURKANA UNIVERSITY COLLEGE,,22.449,22.916,22.926
BACHELOR OF DEVELOPMENT STUDIES,Degree,MOUNT KENYA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF DEVELOPMENT STUDIES,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23.896,22.449,27.072,24.756
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,22.449,22.916,22.926
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,22.449,22.916,22.926
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,Degree,AFRICA INTERNATIONAL UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF DEVELOPMENT STUDIES WITH IT,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,22.449,22.916,22.926
BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),Degree,TAITA TAVETA UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),Degree,KIRINYAGA UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN MATHEMATICS & COMPUTER SCIENCE,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,18.814,18.638,27.989
BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,Degree,KENYA METHODIST UNIVERSITY,,,18.638,19.223
BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),Degree,TOM MBOYA UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,18.814,18.638,19.223
BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),Degree,MASENO UNIVERSITY,,24.314,18.638,19.223
BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),Degree,KENYATTA UNIVERSITY,30.18,35.087,35.002,35.093
BACHELOR OF SCIENCE IN COMPUTER SCIENCE AND MATHEMATICS,Degree,ZETECH UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE MATHEMATICS AND COMPUTER SCIENCE,Degree,MACHAKOS UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,34.761,36.724,36.477,36.454
BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,Degree,MULTIMEDIA UNIVERSITY OF KENYA,24.389,28.885,28.053,27.388
BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,18.814,18.638,19.223
BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,18.814,18.638,19.223
BACHELOR OF EDUCATION (PHYSICAL EDUCATION),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,21.858,22.358,22.636
BACHELOR OF EDUCATION IN PHYSICAL EDUCATION AND RECREATION,Degree,UNIVERSITY OF ELDORET,,21.858,22.358,22.636
BACHELOR OF EDUCATION (PHYSICAL EDUCATION),Degree,KENYATTA UNIVERSITY,,21.858,22.358,22.636
BACHELOR OF ARTS (KISWAHILI),Degree,RONGO UNIVERSITY,,24.855,25.083,22.926
BACHELOR OF ARTS IN KISWAHILI,Degree,KISII UNIVERSITY,23.482,22.449,22.916,22.926
BACHELOR OF ARTS (KISWAHILI),Degree,BOMET UNIVERSITY COLLEGE,,22.449,22.916,22.926
BACHELOR OF ARTS (KISWAHILI),Degree,MOI UNIVERSITY,,24.173,26.059,22.926
BACHELOR OF ARTS (KISWAHILI),Degree,PWANI UNIVERSITY,,22.449,22.916,22.926
"BACHELOR OF ARTS (KISWAHILI, WITH IT)",Degree,MASENO UNIVERSITY,23.587,24.722,27.027,22.926
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,Degree,RONGO UNIVERSITY,,21.375,22.895,22.544
BACHELOR OF PROJECT MANAGEMENT,Degree,KISII UNIVERSITY,22.206,21.375,21.444,22.544
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,Degree,KOITALEEL SAMOEI UNIVERSITY COLLEGE,,21.375,21.444,
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,Degree,UNIVERSITY OF NAIROBI,26.752,30.644,32.159,31.21
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,Degree,KARATINA UNIVERSITY,21.877,21.375,24.269,25.59
BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),Degree,SOUTH EASTERN KENYA UNIVERSITY,,25.695,25.537,24.546
BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),Degree,UNIVERSITY OF ELDORET,25.208,21.375,25.743,23.66
BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),Degree,BOMET UNIVERSITY COLLEGE,,21.375,21.444,22.544
BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),Degree,MOI UNIVERSITY,,22.69,27.879,27.454
BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),Degree,MAASAI MARA UNIVERSITY,,21.375,23.222,23.606
BACHELOR OF PROJECT MANAGEMENT,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.434,28.76,29.762,28.99
BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),Degree,AFRICA NAZARENE UNIVERSITY,,22.449,22.916,28.826
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,KCA UNIVERSITY,,22.449,22.916,23.863
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,SCOTT CHRISTIAN UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,KISII UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,PAN AFRICA CHRISTIAN UNIVERSITY,,22.449,,
BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,Degree,TECHNICAL UNIVERSITY OF MOMBASA,23.47,22.449,26.516,22.926
BACHELOR OF ARTS IN COUNSELING,Degree,KENYA METHODIST UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,Degree,INTERNATIONAL LEADERSHIP UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),Degree,BOMET UNIVERSITY COLLEGE,,22.449,22.916,22.926
BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),Degree,MOI UNIVERSITY,,24.041,28.369,25.052
BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),Degree,TECHNICAL UNIVERSITY OF KENYA,30.508,31.022,33.977,32.47
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,22.449,22.916,22.926
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,TANGAZA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,AFRICA INTERNATIONAL UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,Degree,ST PAULS UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),Degree,ALUPE UNIVERSITY,,22.449,25.135,22.926
BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),Degree,MACHAKOS UNIVERSITY,24.091,24.615,27.279,
BACHELOR OF ARTS IN PSYCHOLOGY,Degree,DAYSTAR UNIVERSITY,,22.449,22.916,26.462
BACHELOR OF ARTS (COUNSELLING),Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,24.094,24.659,
BACHELOR OF ARTS (HISTORY & ECONOMICS),Degree,EGERTON UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ARTS IN HISTORY AND ECONOMICS,Degree,CHUKA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (DAIRY TECHNOLOGY & MANAGEMENT),Degree,EGERTON UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE & HUMAN ECOLOGY EXTENSION),Degree,EGERTON UNIVERSITY,23.342,15.864,25.432,17.459
BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),Degree,KISII UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),Degree,EGERTON UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),Degree,CHUKA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),Degree,EGERTON UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,Degree,KISII UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),Degree,UNIVERSITY OF ELDORET,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,Degree,TURKANA UNIVERSITY COLLEGE,,15.864,17.043,
BACHELOR OF SCIENCE (MINING AND MINERAL PROCESSING ENGINEERING),Degree,TAITA TAVETA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE (MINING AND MINERAL PROCESSING ENGINEERING),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,15.982,16.787
BACHELOR OF SCIENCE (FINANCIAL ENGINEERING),Degree,KIRINYAGA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (FINANCIAL ENGINEERING),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,32.589,32.04,30.296,36.671
BACHELOR OF SCIENCE (PHYSICS WITH APPROPRIATE TECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PHYSICS WITH APPROPRIATE TECHNOLOGY),Degree,KAIMOSI FRIENDS UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PHYSICS),Degree,RONGO UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE IN PHYSICS,Degree,CHUKA UNIVERSITY,,15.683,22.827,17.459
"BACHELOR OF SCIENCE (PHYSICS, WITH IT)",Degree,TOM MBOYA UNIVERSITY,,15.683,16.974,17.459
"BACHELOR OF SCIENCE (PHYSICS, WITH IT)",Degree,MASENO UNIVERSITY,,15.683,22.631,17.459
BACHELOR OF SCIENCE (PHYSICS),Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PHYSICS),Degree,MAASAI MARA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PHYSICS),Degree,PWANI UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (PHYSICS),Degree,KIBABII UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE IN PHYSICS,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (SUGAR AND AGRO PROCESSING TECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (EMERGENCY MANAGEMENT & HUMANITARIAN ASSISTANCE),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,22.449,22.916,22.926
BACHELOR OF ARTS (COMMUNICATION AND MEDIA),Degree,KISII UNIVERSITY,27.868,24.677,30.229,28.122
BACHELOR OF ARTS (COMMUNICATION AND MEDIA),Degree,EGERTON UNIVERSITY,30.162,28.757,32.431,30.641
"BACHELOR OF ARTS (COMMUNICATION & MEDIA TECHNOLOGY, WITH IT)",Degree,MASENO UNIVERSITY,28.67,26.826,31.315,29.35
BACHELOR OF ARTS (COMMUNICATION AND MEDIA),Degree,LAIKIPIA UNIVERSITY,23.827,23.924,27.845,25.99
BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE),Degree,CHUKA UNIVERSITY,25.877,25.991,26.345,25.35
BACHELOR OF SCIENCE IN APPLIED COMPUTER SCIENCE,Degree,KISII UNIVERSITY,,27.312,28.435,19.223
BACHELOR OF SCIENCE IN APPLIED COMPUTER SCIENCE,Degree,EGERTON UNIVERSITY,31.018,24.666,24.203,19.223
BACHELOR OF SCIENCE IN APPLIED COMPUTING,Degree,KCA UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN APPLIED COMPUTER SCIENCE,Degree,DAYSTAR UNIVERSITY,,18.814,18.638,26.253
BACHELOR OF ARTS IN PHILOSOPHY,Degree,CHUKA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS IN PHILOSOPHY,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,22.449,22.916,22.926
BACHELOR OF ARTS IN PHILOSOPHY,Degree,MAASAI MARA UNIVERSITY,,,22.916,22.926
BACHELOR OF ARTS IN PHILOSOPHY WITH A FOCUS ON PEACE AND SECURITY,Degree,TANGAZA UNIVERSITY,,22.449,22.916,
BACHELOR OF SCIENCE (HUMAN NUTRITION AND DIETETICS),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,24.427,17.459
BACHELOR OF SCIENCE (HUMAN NUTRITION AND DIETETICS),Degree,KENYA METHODIST UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,Degree,CHUKA UNIVERSITY,,15.864,23.318,17.459
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,Degree,KABARAK UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (HUMAN NUTRITION AND DIETETICS),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,,17.459
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,29.165,28.234,33.006,32.078
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,Degree,KARATINA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (MATHEMATICS WITH IT),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,18.831,19.914,27.387
BACHELOR OF SCIENCE IN DATA SCIENCE AND ANALYTICS,Degree,KABARAK UNIVERSITY,28.848,,,
BACHELOR OF SCIENCE IN DATA SCIENCE,Degree,KCA UNIVERSITY,31.116,28.508,,
BACHELOR OF SCIENCE IN DATA SCIENCE,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,35.322,34.371,28.948,28.161
BACHELOR OF SCIENCE DATA SCIENCE,Degree,UNIVERSITY OF NAIROBI,35.848,,,
BACHELOR OF SCIENCE DATA SCIENCE,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,32.053,30.696,19.914,25.611
BACHELOR OF SCIENCE IN DATA SCIENCE AND ANALYTICS,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,39.111,38.717,36.902,35.222
BACHELOR OF SCIENCE (MATHEMATICS WITH IT),Degree,KAIMOSI FRIENDS UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF DATA SCIENCE,Degree,OPEN UNIVERSITY OF KENYA,,18.831,,
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26.758,23.293,17.043,24.559
BACHELOR OF SCIENCE IN AGRICULTURE EDUCATION & EXTENSION,Degree,TAITA TAVETA UNIVERSITY,22.805,21.858,17.043,17.459
BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION,Degree,MACHAKOS UNIVERSITY,27.103,,,
BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,Degree,BOMET UNIVERSITY COLLEGE,26.576,23.5,23.984,17.459
BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,26.582,23.133,26.202,24.811
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),Degree,MOI UNIVERSITY,22.994,26.472,25.146,28.07
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),Degree,UNIVERSITY OF ELDORET,30.023,29.726,31.155,28.829
BACHELOR OF SCIENCE IN AGRICULTURAL EXTENSION EDUCATION,Degree,KARATINA UNIVERSITY,24.499,21.858,17.043,17.459
BACHELOR OF AGRICULTURAL EDUCATION AND EXTENSION,Degree,KABARAK UNIVERSITY,,21.858,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION),Degree,EGERTON UNIVERSITY,31.387,31.668,32.271,30.468
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),Degree,CHUKA UNIVERSITY,30.186,23.619,29.752,29.429
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),Degree,UNIVERSITY OF EMBU,27.666,21.858,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION AND EDUCATION),Degree,RONGO UNIVERSITY,27.642,24.326,22.531,17.459
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION & EXTENSION),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,29.932,23.795,28.269,29.678
BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION,Degree,KISII UNIVERSITY,30.042,23.556,25.479,25.981
BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,22.249,21.858,17.043,17.459
BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION,Degree,SOUTH EASTERN KENYA UNIVERSITY,23.016,21.858,23.433,17.459
"BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION, WITH IT)",Degree,TOM MBOYA UNIVERSITY,24.572,21.858,17.043,17.459
"BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION, WITH IT)",Degree,MASENO UNIVERSITY,30.637,24.692,29.781,29.557
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION & EXTENSION),Degree,THARAKA UNIVERSITY,22.62,21.858,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),Degree,UNIVERSITY OF NAIROBI,31.596,26.761,28.915,31.833
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION),Degree,KENYATTA UNIVERSITY,30.997,27.979,30.714,30.962
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION),Degree,KIBABII UNIVERSITY,28.74,23.641,27.661,26.457
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION),Degree,TURKANA UNIVERSITY COLLEGE,22.202,21.858,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION),Degree,PWANI UNIVERSITY,22.597,21.858,24.25,17.459
BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION,Degree,LAIKIPIA UNIVERSITY,24.695,21.858,17.043,17.459
BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT),Degree,EGERTON UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,25.229,26.463,24.088,17.459
BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT),Degree,KIRINYAGA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (COMMUNITY HEALTH AND DEVELOPMENT),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,Degree,KENYA METHODIST UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,24.706,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,Degree,UNIVERSITY OF EMBU,,25.523,25.02,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,Degree,KISII UNIVERSITY,,24.064,25.528,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH PRACTICE,Degree,AMREF INTERNATIONAL UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,24.02,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,Degree,GREAT LAKES UNIVERSITY OF KISUMU,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,Degree,KENYATTA UNIVERSITY,22.35,29.458,29.513,29.378
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,Degree,TURKANA UNIVERSITY COLLEGE,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,Degree,MOUNT KENYA UNIVERSITY,,15.864,17.043,26.968
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23.372,24.867,25.776,26.749
BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,24.213,17.459
BACHELOR OF SCIENCE (INFORMATICS),Degree,RONGO UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE (INFORMATICS),Degree,MOI UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN INFORMATICS,Degree,UNIVERSITY OF ELDORET,,18.814,18.638,19.223
